0.1880,1.7454789861883
0.1943,1.7211660323433
0.2009,1.7010704075852
0.2077,1.6843566122438
0.2147,1.6701992612795
0.2219,1.6580358109822
0.2294,1.6473352373983
0.2372,1.6378609064995
0.2452,1.6295241482035
0.2535,1.6220542616406
0.2620,1.6154101543575
0.2709,1.6093422938809
0.2800,1.6039107661615
0.2895,1.5989296153742
0.2992,1.5944480971449
0.3093,1.5903245602985
0.3198,1.5865308097847
0.3306,1.5830706376679
0.3417,1.5799094320414
0.3533,1.5769689582473
0.3652,1.5742805927183
0.3775,1.5717997434254
0.3903,1.5694928593741
0.4034,1.5673804900969
0.4171,1.5654020875478
0.4311,1.5635898020515
0.4457,1.5618938563709
0.4607,1.5603292304766
0.4763,1.5588668667587
0.4924,1.5575098086269
0.5090,1.5562504745319
0.5262,1.5550752003907
0.5439,1.5539849797432
0.5623,1.5529627036189
0.5813,1.5520100889163
0.6009,1.5511224942793
0.6212,1.5502915503555
0.6422,1.5495140778093
0.6638,1.5487900633164
0.6862,1.5481096514727
0.7094,1.5474706211782
0.7334,1.546870664837
0.7581,1.5463096021529
0.7837,1.5457805614174
0.8102,1.545281810153
0.8375,1.5448131934034
0.8658,1.5443694684294
0.8950,1.5439506091068
0.9252,1.5435535552958
0.9564,1.5431768496201
0.9887,1.5428179549441
1.022,1.5424766363464
1.057,1.5421450395487
1.092,1.5418374922529
1.129,1.5415349333196
1.167,1.5412450023662
1.207,1.5409593659624
1.247,1.5406909196041
1.290,1.5404186983883
1.333,1.5401609029365
1.378,1.5399041874014
1.425,1.5396480728843
1.473,1.5393970821959
1.522,1.5391499830252
1.574,1.5388959939263
1.627,1.5386441426435
1.682,1.5383886775218
1.739,1.5381287444408
1.797,1.5378679096586
1.858,1.5375962445293
1.921,1.5373172862087
1.985,1.5370344342011
2.053,1.5367333756737
2.122,1.5364262961134
2.193,1.5361076726322
2.267,1.5357718105525
2.344,1.5354173475546
2.423,1.5350475452902
2.505,1.5346563136156
2.589,1.5342469627887
2.677,1.533808042435
2.767,1.5333477413005
2.861,1.5328539290606
2.957,1.532335122514
3.057,1.5317784014378
3.160,1.5311868561122
3.267,1.5305521008352
3.377,1.5298772661475
3.491,1.5291532295152
3.609,1.5283764699561
3.731,1.5275432150216
3.857,1.5266494205759
3.987,1.5256907474068
4.122,1.5246547050228
4.261,1.5235434507669
4.405,1.5223430068521
4.553,1.5210552377947
4.707,1.5196551052879
4.866,1.5181427565491
5.030,1.5165090337293
5.200,1.5147331897268
